,organism,%_match,BP_Match,NA,NA,MM-1,Len(match),LocF,LocR,Prob,Expect
gyrB_2_101,CP010455.1,100,9,0,0,3,11,2313221,2313213,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,11,19,2326309,2326301,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,8,16,2333320,2333312,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,9,17,2338104,2338096,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,12,20,2357977,2357969,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,9,17,2382460,2382452,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,8,16,2432344,2432336,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,2,10,2447732,2447724,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,1,9,2524117,2524109,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,10,18,2547641,2547633,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,9,17,2573151,2573143,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,10,18,2668806,2668798,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,10,18,2701944,2701936,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,8,16,2715230,2715222,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,10,18,2725599,2725591,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,8,16,2839797,2839789,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,2,10,2885478,2885470,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,1,9,2885992,2885984,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,11,19,2903229,2903221,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,11,19,2908278,2908270,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,7,15,2914064,2914056,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,7,15,2961036,2961028,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,11,19,2962707,2962699,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,8,16,2987667,2987659,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,5,13,2992223,2992215,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,11,19,3018284,3018276,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,6,14,3070459,3070451,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,8,16,3073492,3073484,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,10,18,3109586,3109578,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,8,16,3121580,3121572,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,10,18,3136675,3136667,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,2,10,3179369,3179361,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,2,10,3195149,3195141,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,1,9,3203913,3203905,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,8,16,3261355,3261347,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,10,18,3310585,3310577,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,11,19,3379068,3379060,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,10,18,3400859,3400851,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,7,15,3461831,3461823,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,2,10,3471899,3471891,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,8,16,3517188,3517180,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,2,10,3535207,3535199,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,8,16,3535737,3535729,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,10,18,3575588,3575580,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,10,18,3597360,3597352,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,1,9,3631876,3631868,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,7,15,3698377,3698369,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,5,13,3713979,3713971,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,5,13,3736148,3736140,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,6,14,3797000,3796992,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,5,13,3819408,3819400,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,8,16,3841395,3841387,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,5,13,3874277,3874269,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,5,13,3913928,3913920,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,12,20,3919287,3919279,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,10,18,3927250,3927242,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,1,9,3948013,3948005,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,11,19,3997858,3997850,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,5,13,4012159,4012151,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,4,12,4052793,4052785,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,1,9,4063146,4063138,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,2,10,4065883,4065875,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,10,18,4066722,4066714,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,10,18,4072515,4072507,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,1,9,4100006,4099998,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,5,13,4125310,4125302,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,10,18,4130478,4130470,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,6,14,4130782,4130774,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,2,10,4157784,4157776,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,1,9,4186227,4186219,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,8,16,4201745,4201737,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,3,11,4229569,4229561,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,8,16,4249901,4249893,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,7,15,4295254,4295246,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,12,20,4350454,4350446,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,11,19,4390307,4390299,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,10,18,4470741,4470733,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,8,16,4479533,4479525,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,9,17,4497186,4497178,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,1,9,4547834,4547826,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,12,20,4562586,4562578,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,10,18,4579702,4579694,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,10,18,4591059,4591051,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,7,15,4611140,4611132,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,9,17,4620573,4620565,964,18.3
gyrB_2_101,CP010455.1,100,9,0,0,2,10,4642762,4642754,964,18.3
gyrB_2_101,CP006698.1,100,20,0,0,1,20,3881913,3881932,2.63E-04,40.1
gyrB_2_101,CP006698.1,100,13,0,0,8,20,1165607,1165595,4,26.3
gyrB_2_101,CP006698.1,100,12,0,0,4,15,2722089,2722078,16,24.3
gyrB_2_101,CP006698.1,100,11,0,0,9,19,1022086,1022096,62,22.3
gyrB_2_101,CP006698.1,93.333,15,1,0,4,18,3475976,3475990,62,22.3
gyrB_2_101,CP006698.1,100,11,0,0,10,20,4594605,4594615,62,22.3
gyrB_2_101,CP006698.1,100,11,0,0,2,12,843606,843596,62,22.3
gyrB_2_101,CP006698.1,100,11,0,0,10,20,1440778,1440768,62,22.3
gyrB_2_101,CP006698.1,100,11,0,0,10,20,2127565,2127555,62,22.3
gyrB_2_101,CP006698.1,100,11,0,0,10,20,2359599,2359589,62,22.3
gyrB_2_101,CP006698.1,93.333,15,1,0,4,18,2372730,2372716,62,22.3
gyrB_2_101,CP006698.1,93.333,15,1,0,2,16,2903571,2903557,62,22.3
gyrB_2_101,CP006698.1,100,11,0,0,10,20,3031084,3031074,62,22.3
gyrB_2_101,CP006698.1,100,11,0,0,1,11,3170027,3170017,62,22.3
gyrB_2_101,CP006698.1,100,11,0,0,8,18,3285091,3285081,62,22.3
gyrB_2_101,CP006698.1,100,11,0,0,6,16,4358070,4358060,62,22.3
gyrB_2_101,CP006698.1,100,10,0,0,10,19,203779,203788,244,20.3
gyrB_2_101,CP006698.1,100,10,0,0,9,18,329152,329161,244,20.3
gyrB_2_101,CP006698.1,100,10,0,0,11,20,416831,416840,244,20.3
gyrB_2_101,CP006698.1,100,10,0,0,8,17,422573,422582,244,20.3
gyrB_2_101,CP006698.1,100,10,0,0,9,18,911511,911520,244,20.3
gyrB_2_101,CP006698.1,100,10,0,0,2,11,939479,939488,244,20.3
gyrB_2_101,CP006698.1,100,10,0,0,11,20,1170325,1170334,244,20.3
gyrB_2_101,CP006698.1,100,10,0,0,10,19,1363115,1363124,244,20.3
gyrB_2_101,CP006698.1,100,10,0,0,8,17,1484645,1484654,244,20.3
gyrB_2_101,CP006698.1,100,10,0,0,10,19,1715469,1715478,244,20.3
gyrB_2_101,CP006698.1,100,10,0,0,1,10,1724473,1724482,244,20.3
gyrB_2_101,CP006698.1,100,10,0,0,6,15,1798659,1798668,244,20.3
gyrB_2_101,CP006698.1,100,10,0,0,10,19,1816162,1816171,244,20.3
gyrB_2_101,CP006698.1,100,10,0,0,7,16,2556616,2556625,244,20.3
gyrB_2_101,CP006698.1,100,10,0,0,9,18,2616535,2616544,244,20.3
gyrB_2_101,CP006698.1,100,10,0,0,8,17,2634773,2634782,244,20.3
gyrB_2_101,CP006698.1,100,10,0,0,10,19,2867655,2867664,244,20.3
gyrB_2_101,CP006698.1,100,10,0,0,5,14,2875575,2875584,244,20.3
gyrB_2_101,CP006698.1,100,10,0,0,4,13,2903357,2903366,244,20.3
gyrB_2_101,CP006698.1,100,10,0,0,8,17,2914130,2914139,244,20.3
gyrB_2_101,CP006698.1,100,10,0,0,7,16,2987527,2987536,244,20.3
gyrB_2_101,CP006698.1,100,10,0,0,10,19,3162501,3162510,244,20.3
gyrB_2_101,CP006698.1,100,10,0,0,11,20,3177734,3177743,244,20.3
gyrB_2_101,CP006698.1,100,10,0,0,3,12,3770800,3770809,244,20.3
gyrB_2_101,CP006698.1,100,10,0,0,9,18,4069689,4069698,244,20.3
gyrB_2_101,CP006698.1,88.889,18,2,0,1,18,4078436,4078453,244,20.3
gyrB_2_101,CP006698.1,100,10,0,0,9,18,4145301,4145310,244,20.3
gyrB_2_101,CP006698.1,100,10,0,0,11,20,4246736,4246745,244,20.3
gyrB_2_101,CP006698.1,100,10,0,0,8,17,4252674,4252683,244,20.3
gyrB_2_101,CP006698.1,100,10,0,0,1,10,4258811,4258820,244,20.3
gyrB_2_101,CP006698.1,100,10,0,0,11,20,4300840,4300849,244,20.3
gyrB_2_101,CP006698.1,100,10,0,0,9,18,4375297,4375306,244,20.3
gyrB_2_101,CP006698.1,100,10,0,0,8,17,4431022,4431031,244,20.3
gyrB_2_101,CP006698.1,100,10,0,0,1,10,4458790,4458799,244,20.3
gyrB_2_101,CP006698.1,100,10,0,0,10,19,4544392,4544401,244,20.3
gyrB_2_101,CP006698.1,100,10,0,0,10,19,4591355,4591364,244,20.3
gyrB_2_101,CP006698.1,100,10,0,0,7,16,74193,74184,244,20.3
gyrB_2_101,CP006698.1,100,10,0,0,11,20,109173,109164,244,20.3
gyrB_2_101,CP006698.1,100,10,0,0,2,11,236100,236091,244,20.3
gyrB_2_101,CP006698.1,100,10,0,0,7,16,307766,307757,244,20.3
gyrB_2_101,CP006698.1,100,10,0,0,7,16,741337,741328,244,20.3
gyrB_2_101,CP006698.1,100,10,0,0,3,12,770407,770398,244,20.3
gyrB_2_101,CP006698.1,100,10,0,0,2,11,933495,933486,244,20.3
gyrB_2_101,CP006698.1,100,10,0,0,7,16,1082911,1082902,244,20.3
gyrB_2_101,CP006698.1,100,10,0,0,7,16,1395195,1395186,244,20.3
gyrB_2_101,CP006698.1,100,10,0,0,10,19,1680547,1680538,244,20.3
gyrB_2_101,CP006698.1,92.857,14,1,0,5,18,1821815,1821802,244,20.3
gyrB_2_101,CP006698.1,100,10,0,0,5,14,1916743,1916734,244,20.3
gyrB_2_101,CP006698.1,100,10,0,0,8,17,2189240,2189231,244,20.3
gyrB_2_101,CP006698.1,100,10,0,0,10,19,2197312,2197303,244,20.3
gyrB_2_101,CP006698.1,100,10,0,0,9,18,2299083,2299074,244,20.3
gyrB_2_101,CP006698.1,100,10,0,0,11,20,2444840,2444831,244,20.3
gyrB_2_101,CP006698.1,100,10,0,0,5,14,2499187,2499178,244,20.3
gyrB_2_101,CP006698.1,100,10,0,0,1,10,2556166,2556157,244,20.3
gyrB_2_101,CP006698.1,100,10,0,0,9,18,2639696,2639687,244,20.3
gyrB_2_101,CP006698.1,100,10,0,0,6,15,2781154,2781145,244,20.3
gyrB_2_101,CP006698.1,100,10,0,0,6,15,2846266,2846257,244,20.3
gyrB_2_101,CP006698.1,100,10,0,0,10,19,3041260,3041251,244,20.3
gyrB_2_101,CP006698.1,100,10,0,0,4,13,3145187,3145178,244,20.3
gyrB_2_101,CP006698.1,100,10,0,0,8,17,3188596,3188587,244,20.3
gyrB_2_101,CP006698.1,100,10,0,0,1,10,3542059,3542050,244,20.3
gyrB_2_101,CP006698.1,100,10,0,0,8,17,3568329,3568320,244,20.3
gyrB_2_101,CP006698.1,100,10,0,0,2,11,3722506,3722497,244,20.3
gyrB_2_101,CP006698.1,100,10,0,0,1,10,3782050,3782041,244,20.3
gyrB_2_101,CP006698.1,100,10,0,0,1,10,4018095,4018086,244,20.3
gyrB_2_101,CP006698.1,100,10,0,0,1,10,4070565,4070556,244,20.3
gyrB_2_101,CP006698.1,100,10,0,0,5,14,4102339,4102330,244,20.3
gyrB_2_101,CP006698.1,100,10,0,0,9,18,4263113,4263104,244,20.3
gyrB_2_101,CP006698.1,100,10,0,0,1,10,4360021,4360012,244,20.3
gyrB_2_101,CP006698.1,92.308,13,1,0,6,18,13477,13489,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,9,17,18087,18095,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,11,19,23179,23187,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,11,19,27098,27106,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,5,13,61530,61538,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,9,17,92641,92649,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,12,20,105415,105423,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,12,20,143604,143612,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,11,19,151484,151492,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,8,16,192160,192168,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,11,19,236588,236596,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,10,18,250594,250602,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,12,20,282852,282860,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,12,20,296422,296430,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,10,18,337511,337519,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,12,20,340391,340399,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,7,15,342532,342540,964,18.3
gyrB_2_101,CP006698.1,92.308,13,1,0,4,16,386950,386962,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,12,20,438911,438919,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,10,18,448689,448697,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,3,11,457619,457627,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,10,18,468718,468726,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,1,9,496731,496739,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,12,20,525450,525458,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,7,15,550016,550024,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,9,17,552165,552173,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,2,10,568890,568898,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,12,20,618121,618129,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,10,18,639203,639211,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,1,9,684054,684062,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,9,17,688221,688229,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,6,14,690336,690344,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,7,15,694421,694429,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,11,19,731914,731922,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,11,19,733785,733793,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,11,19,735609,735617,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,11,19,735989,735997,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,11,19,737256,737264,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,10,18,742924,742932,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,10,18,743987,743995,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,10,18,778956,778964,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,4,12,812616,812624,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,10,18,944016,944024,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,11,19,947407,947415,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,10,18,986317,986325,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,11,19,989894,989902,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,10,18,1016265,1016273,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,6,14,1045650,1045658,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,12,20,1051049,1051057,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,11,19,1111778,1111786,964,18.3
gyrB_2_101,CP006698.1,92.308,13,1,0,7,19,1128943,1128955,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,7,15,1134405,1134413,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,7,15,1143148,1143156,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,10,18,1175559,1175567,964,18.3
gyrB_2_101,CP006698.1,92.308,13,1,0,3,15,1190580,1190592,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,11,19,1264802,1264810,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,2,10,1313893,1313901,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,7,15,1385688,1385696,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,11,19,1412189,1412197,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,10,18,1475831,1475839,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,8,16,1519338,1519346,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,10,18,1532243,1532251,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,12,20,1533671,1533679,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,11,19,1536748,1536756,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,1,9,1563871,1563879,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,1,9,1586860,1586868,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,11,19,1635990,1635998,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,8,16,1708583,1708591,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,2,10,1770753,1770761,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,1,9,1806586,1806594,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,12,20,1810184,1810192,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,9,17,1830314,1830322,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,6,14,1867412,1867420,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,3,11,1870376,1870384,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,8,16,1916188,1916196,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,9,17,1945502,1945510,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,10,18,1963517,1963525,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,9,17,1980177,1980185,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,12,20,2026023,2026031,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,2,10,2132251,2132259,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,1,9,2136601,2136609,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,7,15,2270850,2270858,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,11,19,2287942,2287950,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,7,15,2288957,2288965,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,9,17,2323349,2323357,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,11,19,2402785,2402793,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,2,10,2422127,2422135,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,1,9,2428245,2428253,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,12,20,2500163,2500171,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,11,19,2528563,2528571,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,1,9,2530232,2530240,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,9,17,2579947,2579955,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,2,10,2582581,2582589,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,10,18,2620912,2620920,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,12,20,2623388,2623396,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,8,16,2668819,2668827,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,7,15,2700292,2700300,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,7,15,2759150,2759158,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,10,18,2774585,2774593,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,10,18,2802264,2802272,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,5,13,2817891,2817899,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,11,19,2829872,2829880,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,2,10,2842655,2842663,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,10,18,2857673,2857681,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,10,18,2864122,2864130,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,7,15,2864421,2864429,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,8,16,2895409,2895417,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,5,13,2930599,2930607,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,1,9,2985346,2985354,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,8,16,3005937,3005945,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,10,18,3023901,3023909,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,11,19,3141241,3141249,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,12,20,3166455,3166463,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,2,10,3186395,3186403,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,12,20,3230246,3230254,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,7,15,3234164,3234172,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,10,18,3235484,3235492,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,2,10,3238823,3238831,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,9,17,3246173,3246181,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,6,14,3265631,3265639,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,1,9,3290203,3290211,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,8,16,3330306,3330314,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,10,18,3365585,3365593,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,1,9,3450539,3450547,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,5,13,3451352,3451360,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,10,18,3497543,3497551,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,8,16,3540961,3540969,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,12,20,3581274,3581282,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,11,19,3623162,3623170,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,11,19,3623913,3623921,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,11,19,3625181,3625189,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,1,9,3639255,3639263,964,18.3
gyrB_2_101,CP006698.1,92.308,13,1,0,2,14,3654343,3654355,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,11,19,3698556,3698564,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,2,10,3708795,3708803,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,9,17,3716264,3716272,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,11,19,3767386,3767394,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,10,18,3777107,3777115,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,2,10,3788752,3788760,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,2,10,3809683,3809691,964,18.3
gyrB_2_101,CP006698.1,92.308,13,1,0,1,13,3866481,3866493,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,10,18,3891540,3891548,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,10,18,3911684,3911692,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,2,10,4049341,4049349,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,1,9,4049352,4049360,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,1,9,4087889,4087897,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,7,15,4088088,4088096,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,5,13,4113371,4113379,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,11,19,4144459,4144467,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,9,17,4159124,4159132,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,3,11,4176226,4176234,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,12,20,4264569,4264577,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,12,20,4292534,4292542,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,1,9,4384796,4384804,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,8,16,4408344,4408352,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,11,19,4427128,4427136,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,10,18,4433348,4433356,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,10,18,4461047,4461055,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,9,17,4508163,4508171,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,1,9,4532613,4532621,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,4,12,4554349,4554357,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,5,13,40714,40706,964,18.3
gyrB_2_101,CP006698.1,100,9,0,0,10,18,65109,65101,964,18.3
