b number,NAME,PRODUCT-NAME,Class,Protein,RNA FISH
b3524,yhjG,conserved protein,noessential,,
b3525,yhjH,protein involved in flagellar function,noessential,,
b3526,kdgK,2-keto-3-deoxygluconokinase,noessential,1,
b3527,yhjJ,predicted zinc-dependent peptidase,noessential,1,
b3528,dctA,DctA dicarboxylate DAACS transporter,noessential,,
b3529,yhjK,predicted diguanylate cyclase,noessential,,
b3530,bcsC,oxidase involved in cellulose synthesis,noessential,1,
b3531,bcsZ,endo-1;4-D-glucanase,noessential,,
b3532,bcsB,cellulose biosynthesis protein,noessential,,
b3533,bcsA,cellulose synthase; catalytic subunit,noessential,,
b3534,yhjQ,cell division protein (chromosome partitioning ATPase),noessential,,
b3535,yhjR,conserved protein,noessential,,
b3536,bcsE,conserved protein,noessential,1,
b3537,bcsF,predicted protein,noessential,,
b3538,bcsG,predicted inner membrane protein,noessential,1,
b3539,yhjV,YhjV STP transporter,noessential,,
b3540,dppF,dipeptide ABC transporter,noessential,,
b3541,dppD,dipeptide ABC transporter,noessential,,
b3542,dppC,dipeptide ABC transporter,noessential,,
b3543,dppB,dipeptide ABC transporter,noessential,,
b3544,dppA,dipeptide ABC transporter,noessential,1,
b3545,proK,tRNA<SUP>proK</SUP>,noessential,,
b3546,eptB,phosphoethanolamine transferase,noessential,,
b3547,yhjX,YhjX MFS transporter,noessential,,
b3548,yhjY,putative lipase,noessential,,
b3549,tag,3-methyl-adenine DNA glycosylase I; constitutive,noessential,,
b3550,yiaC,predicted acyltransferase with acyl-CoA N-acyltransferase domain,noessential,,
b3551,bisC,biotin sulfoxide reductase,noessential,,
b3552,yiaD,predicted outer membrane lipoprotein,noessential,,
b3553,ghrB,glyoxylate reductase B / 2-ketoaldonate reductase,noessential,1,
b3554,yiaF,conserved protein,noessential,1,
b3555,yiaG,predicted transcriptional regulator,noessential,,
b3556,cspA,CspA transcriptional activator,noessential,1,1
b3557,insJ,IS150 protein InsAB,noessential,,
b3558,insK,IS150 conserved protein InsB,noessential,,
b3559,glyS,glycyl-tRNA synthetase; &beta; subunit,essential,,
b3560,glyQ,glycyl-tRNA synthetase; &alpha; subunit,essential,,
b3561,wecH,O-acetyltransferase,noessential,,
b3562,yiaA,conserved inner membrane protein,noessential,,
b3563,yiaB,conserved inner membrane protein,noessential,,
b3564,xylB,xylulokinase,noessential,,
b3565,xylA,xylose isomerase,noessential,,
b3566,xylF,XylF/XylG/XylH xylose ABC transporter,noessential,,
b3567,xylG,XylF/XylG/XylH xylose ABC transporter,noessential,,
b3568,xylH,XylF/XylG/XylH xylose ABC transporter,noessential,,
b3569,xylR,XylR transcriptional activator,noessential,,
b3570,bax,putative ATP-binding protein,noessential,,
b3571,malS,&alpha;-amylase,noessential,,
b3572,avtA,valine-pyruvate aminotransferase,noessential,,
b3573,ysaA,predicted hydrogenase; 4Fe-4S ferredoxin-type component,noessential,,
b3574,yiaJ,YiaJ transcriptional repressor,noessential,1,
b3575,yiaK,2;3-diketo-L-gulonate reductase monomer,noessential,,
b3576,yiaL,putative lipase,noessential,,
b3577,yiaM,predicted transporter,noessential,,
b3578,yiaN,YiaMNO Binding Protein-dependent Secondary (TRAP) Transporter,noessential,,
b3579,yiaO,YiaMNO Binding Protein-dependent Secondary (TRAP) Transporter,noessential,,
b3580,lyxK,L-xylulose kinase,noessential,,
b3581,sgbH,3-keto-L-gulonate 6-phosphate decarboxylase,noessential,1,
b3582,sgbU,predicted L-xylulose 5-phosphate 3-epimerase,noessential,,
b3583,sgbE,L-ribulose-5-phosphate 4-epimerase,noessential,,
b3584,yiaT,putative outer membrane protein,noessential,,
b3585,yiaU,predicted DNA-binding transcriptional regulator; LysR-type,noessential,,
b3586,yiaV,predicted membrane fusion protein (MFP) component of efflux pump; signal anchor,noessential,1,
b3587,yiaW,conserved inner membrane protein,noessential,,
b3588,aldB,acetaldehyde dehydrogenase,noessential,1,
b3589,yiaY,predicted Fe-containing alcohol dehydrogenase,noessential,,
b3590,selB,selenocysteinyl-tRNA-specific translation factor,noessential,1,
b3591,selA,selenocysteine synthase monomer,noessential,,
b3592,yibF,glutathione transferase-like protein possibly involved in selenium metabolism,noessential,,
b3593,rhsA,RhsA protein in rhs element,noessential,,
b3594,yibA,predicted lyase containing HEAT-repeat,noessential,1,
b3595,yibJ,predicted Rhs-family protein,noessential,,
b3596,yibG,conserved protein,noessential,,
b3597,yibH,putative membrane protein,noessential,,
b3598,yibI,predicted inner membrane protein,noessential,,
b3599,mtlA,mannitol PTS permease,noessential,,
b3600,mtlD,mannitol-1-phosphate 5-dehydrogenase,noessential,,
b3601,mtlR,MtlR transcriptional repressor,noessential,,
b3602,yibL,conserved protein,noessential,1,
b3603,lldP,LldP lactate transporter,noessential,,
b3604,lldR,LldR transcriptional repressor,noessential,,
b3605,lldD,L-lactate dehydrogenase,noessential,1,
b3606,yibK,predicted rRNA methylase,noessential,1,
b3607,cysE,serine acetyltransferase monomer,noessential,,
b3608,gpsA,glycerol-3-phosphate-dehydrogenase-[NAD+],essential,1,
b3609,secB,Sec Protein Secretion Complex,noessential,1,1
b3610,grxC,oxidized glutaredoxin 3,noessential,,
b3611,yibN,predicted rhodanese-related sulfurtransferase,noessential,1,
b3612,gpmM,phosphoglycerate mutase; cofactor independent,noessential,1,
b3613,envC,EnvC murein hydrolase,noessential,,
b3614,yibQ,putative nucleoside (IDP) diphosphatase,noessential,,
b3615,yibD,predicted glycosyl transferase,noessential,,
b3616,tdh,threonine dehydrogenase,noessential,,
b3617,kbl,2-amino-3-ketobutyrate CoA ligase,noessential,1,
b3618,htrL,involved in lipopolysaccharide biosynthesis,noessential,1,
b3619,rfaD,ADP-L-glycero-D-mannoheptose-6-epimerase,noessential,1,1
b3620,rfaF,ADP-heptose:LPS heptosyltransferase II,noessential,,
b3621,rfaC,ADP-heptose:LPS heptosyl transferase I,noessential,,
b3622,rfaL,O-antigen ligase,noessential,,
b3623,waaU,lipopolysaccharide core biosynthesis; heptosyl transferse IV; probably hexose transferase,noessential,,
b3624,rfaZ,protein involved in KdoIII attachment during lipopolysaccharide core biosynthesis,noessential,,
b3625,rfaY,lipopolysaccharide core biosynthesis protein,noessential,,
b3626,rfaJ,UDP-glucose:(glucosyl)LPS &alpha;-1;2-glucosyltransferase,noessential,,
b3627,rfaI,UDP-D-glucose:(glucosyl)LPS &alpha;-1;3-glucosyltransferase,noessential,,
b3628,rfaB,UDP-D-galactose:(glucosyl)lipopolysaccharide-1;6-D-galactosyltransferase,noessential,,
b3629,rfaS,lipopolysaccharide core biosynthesis protein,noessential,,
b3630,rfaP,lipopolysaccharide core biosynthesis; phosphorylation of core heptose,noessential,,
b3631,rfaG,lipopolysaccharide glucosyltransferase I,noessential,,
b3632,rfaQ,lipopolysaccharide core biosynthesis protein; heptosyl transferase III,noessential,,
b3633,waaA,KDO transferase,essential,1,
b3634,coaD,pantetheine-phosphate adenylyltransferase monomer,essential,,
b3635,mutM,formamidopyrimidine DNA glycosylase,noessential,1,
b3636,rpmG,50S ribosomal subunit protein L33,noessential,,
b3637,rpmB,50S ribosomal subunit protein L28,essential,,
b3638,yicR,hypothetical protein,noessential,,
b3639,dfp,P-pantothenate cysteine ligase / P-pantothenoylcysteine decarboxylase,essential,1,
b3640,dut,deoxyuridine triphosphatase,essential,1,
b3641,slmA,cell division inhibitor,noessential,,
b3642,pyrE,orotate phosphoribosyltransferase,noessential,,
b3643,rph,RNase PH monomer,noessential,,
b3644,yicC,conserved protein,noessential,,
b3645,dinD,DNA-damage-inducible protein,noessential,,
b3646,yicG,conserved inner membrane protein,noessential,,
b3647,ligB,DNA ligase,noessential,,
b3648,gmk,deoxyguanylate kinase / guanylate kinase,essential,1,
b3649,rpoZ,RNA polymerase; &omega; subunit,noessential,1,1
b3650,spoT,GDP diphosphokinase / guanosine-3';5'-bis(diphosphate) 3'-diphosphatase,essential,1,
b3651,trmH,tRNA (Gm18) 2'-O-methyltransferase,noessential,,
b3652,recG,RecG; DNA helicase; resolution of Holliday junctions; branch migration,noessential,1,
b3653,gltS,GltS glutamate transporter,noessential,,
b3654,yicE,YicE NCS2 tranporter,noessential,,
b3655,yicH,conserved protein,noessential,1,
b3656,yicI,&alpha;-xylosidase,noessential,,
b3657,yicJ,YicJ GPH transporter,noessential,,
b3658,selC,tRNA<SUP>sec</SUP>,noessential,,
b3659,setC,YicK MFS Transporter,noessential,,
b3660,yicL,inhibitor of heme biosynthesis,noessential,,
b3661,nlpA,lipoprotein-28,noessential,1,
b3662,nepI,NepI MFS ribonucleoside transporter,noessential,,
b3663,yicN,conserved protein,noessential,,
b3664,yicO,putative membrane protein with possible relationship to novobiocin and deoxycholate resistance,noessential,,
b3665,ade,cryptic adenine deaminase monomer,noessential,,
b3666,uhpT,UhpT-hexose phosphate MFS transporter,noessential,,
b3667,uhpC,UhpC-glucose-6-P,noessential,,
b3668,uhpB,UhpB-P<SUP>his</SUP>,noessential,,
b3669,uhpA,UhpA-Phosphorylated transcriptional activator,noessential,,
b3670,ilvN,acetohydroxybutanoate synthase / acetolactate synthase,noessential,,
b3671,ilvB,acetohydroxybutanoate synthase / acetolactate synthase,noessential,1,
b3672,ivbL,ilvB operon leader peptide,noessential,,
b3673,emrD,EmrD multidrug MFS transporter,noessential,,
b3674,yidF,predicted DNA-binding transcriptional regulator,noessential,,
b3675,yidG,conserved hypothetical protein,noessential,,
b3676,yidH,conserved hypothetical protein,noessential,1,
b3677,yidI,predicted inner membrane protein,noessential,,
b3678,yidJ,putative sulfatase,noessential,,
b3679,yidK,YidK SSS transporter,noessential,,
b3680,yidL,putative ARAC-type regulatory protein,noessential,,
b3681,glvG,probable 6-phospho-&beta;-glucosidase,noessential,,
b3682,glvB,EIIBCGlv,noessential,,
b3683,glvC,EIIBCGlv,noessential,,
b3684,yidP,predicted DNA-binding transcriptional regulator,noessential,,
b3685,yidE,predicted transporter,noessential,,
b3686,ibpB,small heat shock protein IbpB,noessential,1,
b3687,ibpA,small heat shock protein IbpA,noessential,1,1
b3688,yidQ,conserved outer membrane protein,noessential,,
b3689,yidR,conserved protein,noessential,1,
b3690,cbrA,predicted oxidoreductase with FAD/NAD(P)-binding domain,noessential,,
b3691,dgoT,galactonate MFS transporter,noessential,,
b3693,dgoK,2-dehydro-3-deoxygalactonate kinase,noessential,,
b3696,yidX,predicted lipoprotein,noessential,,
b3697,yidA,sugar phosphatase,noessential,,
b3698,yidB,conserved protein,noessential,,
b3699,gyrB,DNA gyrase; subunit B,essential,1,1
b3700,recF,ssDNA and dsDNA binding;  ATP binding,noessential,,
b3701,dnaN,DNA polymerase III; holoenzyme,essential,,
b3702,dnaA,DnaA transcriptional dual regulator,essential,1,
b3703,rpmH,50S ribosomal subunit protein L34,essential,,
b3704,rnpA,RNase P protein component; processes tRNA; 4.5S RNA,essential,1,
b3705,yidC,inner-membrane protein insertion factor,essential,,
b3706,mnmE,GTP-binding protein with a role in modification of tRNA,noessential,1,1
b3707,tnaC,tna operon leader peptide,noessential,,
b3708,tnaA,L-cysteine desulfhydrase / tryptophanase,noessential,1,1
b3709,tnaB,TnaB tryptophan ArAAP transporter,noessential,,
b3710,mdtL,YidY  drug MFS transporter,noessential,,
b3711,yidZ,putative transcriptional regulator LysR-type,noessential,,
b3712,yieE,conserved hypothetical protein,noessential,,
b3713,yieF,chromate reductase monomer,noessential,1,
b3714,yieG,putative membrane / transport protein,noessential,,
b3715,yieH,6-phosphogluconate phosphatase,noessential,,
b3716,cbrB,predicted inner membrane protein,noessential,,
b3717,cbrC,conserved protein,noessential,,
b3718,yieK,predicted 6-phosphogluconolactonase,noessential,,
b3719,yieL,predicted xylanase,noessential,,
b3720,bglH,carbohydrate-specific outer membrane porin; cryptic,noessential,,
b3721,bglB,6-phospho-&beta;-glucosidase B; cryptic,noessential,,
b3722,bglF,EIIBgl,noessential,,
b3723,bglG,BglG-P,noessential,1,
b3724,phoU,PhoU phosphate transport system protein,noessential,,
b3725,pstB,phosphate ABC transporter,noessential,1,1
b3726,pstA,phosphate ABC transporter,noessential,,
b3727,pstC,phosphate ABC transporter,noessential,1,1
b3728,pstS,phosphate ABC transporter,noessential,1,
b3729,glmS,L-glutamine:D-fructose-6-phosphate aminotransferase,essential,,
b3730,glmU,fused N-acetylglucosamine-1-phosphate uridyltransferase and glucosamine-1-phosphate acetyltransferase,essential,1,
b3731,atpC,ATP synthase; F1 complex; &epsilon; subunit,noessential,1,
b3732,atpD,ATP synthase; F1 complex; &beta; subunit,noessential,1,1
b3733,atpG,ATP synthase; F1 complex; &gamma; subunit,noessential,1,
b3734,atpA,ATP synthase; F1 complex; &alpha; subunit,noessential,1,1
b3735,atpH,ATP synthase; F1 complex; &delta; subunit,noessential,1,1
b3736,atpF,ATP synthase; F0 complex; b subunit,noessential,,
b3737,atpE,ATP synthase; F0 complex; c subunit,noessential,,
b3738,atpB,ATP synthase; F0 complex; a subunit,noessential,,
b3739,atpI,AtpI,noessential,,
b3740,gidB,16S rRNA m<sup>7</sup>G527 methyltransferase,noessential,1,
b3741,mnmG,protein involved in a tRNA modification pathway,noessential,,
b3742,mioC,flavoprotein involved in biotin synthesis,noessential,,
b3743,asnC,AsnC transcriptional dual regulator,noessential,1,
b3744,asnA,asparagine synthetase A,noessential,,
b3745,yieM,stimulator of RavA ATPase activity,noessential,1,
b3746,ravA,regulatory ATPase,noessential,1,
b3747,kup,Kup potassium transporter,noessential,,
b3748,rbsD,ribose pyranase,noessential,,
b3749,rbsA,ribose ABC transporter,noessential,,
b3750,rbsC,ribose ABC transporter,noessential,,
b3751,rbsB,ribose ABC transporter,noessential,1,
b3752,rbsK,ribokinase,noessential,,
b3753,rbsR,RbsR transcriptional repressor,noessential,,
b3754,hsrA,HsrA drug MFS transporter,noessential,,
b3755,yieP,predicted transcriptional regulator,noessential,,
b3756,rrsC,rrsC 16S ribosomal RNA,noessential,,
b3757,gltU,tRNA<SUP>gltU</SUP>,noessential,,
b3758,rrlC,rrlC 23S ribosomal RNA,noessential,,
b3759,rrfC,rrfC 5S ribosomal RNA,noessential,,
b3760,aspT,tRNA<SUP>aspT</SUP>,noessential,,
b3761,trpT,tRNA<SUP>trpT</SUP>,essential,,
b3764,yifE,conserved protein,noessential,,
b3765,yifB,predicted ATP-dependent protease,noessential,,
b3766,ilvL,ilvGEDA operon leader peptide,noessential,,
b3769,ilvM,acetohydroxybutanoate synthase / acetolactate synthase,noessential,,
b3770,ilvE,branched-chain amino-acid aminotransferase,noessential,,
b3771,ilvD,dihydroxy-acid dehydratase,noessential,1,
b3772,ilvA,threonine deaminase,noessential,1,
b3773,ilvY,IlvY transcriptional dual regulator,noessential,,
b3774,ilvC,acetohydroxy acid isomeroreductase,noessential,,
b3775,ppiC,peptidyl-prolyl cis-trans isomerase C (rotamase C),noessential,1,
b3776,yifO,conserved protein,noessential,,
b3778,rep,rep helicase; a single-stranded DNA dependent ATPase,noessential,1,
b3779,gpp,guanosine-5'-triphosphate;3'-diphosphate pyrophosphatase,noessential,1,
b3780,rhlB,degradosome,noessential,1,
b3781,trxA,oxidized thioredoxin,noessential,1,1
b3782,rhoL,rho operon leader peptide,noessential,,
b3783,rho,transcription termination factor Rho monomer;  polarity suppressor,essential,1,
b3784,rfe,undecaprenyl-phosphate &alpha;-N-acetylglucosaminyl transferase,noessential,,
b3785,wzzE,Enterobacterial Common Antigen (ECA) polysaccharide chain length modulation protein,noessential,,
b3786,rffE,UDP-N-acetylglucosamine-2-epimerase,noessential,,
b3787,rffD,UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase,noessential,,
b3788,rffG,dTDP-glucose 4;6-dehydratase 2,noessential,,
b3789,rffH,dTDP-glucose pyrophosphorylase 2,noessential,,
b3790,rffC,dTDP-fucosamine acetyltransferase,noessential,,
b3791,rffA,dTDP-4-oxo-6-deoxy-D-glucose transaminase,noessential,,
b3792,wzxE,lipid III flippase,noessential,,
b3793,wzyE,predicted Wzy protein involved in ECA polysaccharide chain elongation,noessential,,
b3794,rffM,UDP-N-acetyl-D-mannosaminuronic acid transferase,noessential,,
b3795,yifK,YifK APC transporter,noessential,,
b3796,argX,tRNA<SUP>argX</SUP>,essential,,
b3797,hisR,tRNA<SUP>hisR</SUP>,essential,,
b3798,leuT,tRNA<SUP>leuT</SUP>,noessential,,
b3799,proM,tRNA<SUP>proM</SUP>,essential,,
b3800,aslB,predicted anaerobic sulfatase maturation enzyme,noessential,,
b3801,aslA,arylsulfatase,noessential,,
b3802,hemY,conserved protein,noessential,1,
b3803,hemX,conserved protein,noessential,1,
b3804,hemD,uroporphyrinogen III synthase,essential,,
b3805,hemC,hydroxymethylbilane synthase,essential,,
b3806,cyaA,adenylate cyclase,noessential,,
b3807,cyaY,frataxin; iron-binding and oxidizing protein,noessential,1,
b3808,yzcX,predicted protein,,,
b3809,dapF,diaminopimelate epimerase,noessential,1,
b3810,yigA,conserved protein,noessential,1,
b3811,xerC,site-specific recombinase; acts on cer sequence of ColE1;  effects chromosome segregation at cell division,noessential,,
b3812,yigB,FMN phosphatase,noessential,,
b3813,uvrD,DNA-dependent ATPase I and helicase II,noessential,1,
b3816,corA,CorA magnesium ion MIT transporter,noessential,1,
b3817,yigF,conserved inner membrane protein,noessential,,
b3818,yigG,inner membrane protein,noessential,,
b3819,rarD,predicted chloramphenicol resistance permease,noessential,,
b3820,yigI,conserved protein,noessential,,
b3821,pldA,phospholipase A1,noessential,1,
b3822,recQ,ATP-dependent DNA helicase,noessential,1,
b3823,rhtC,RhtC threonine Rht Transporter,noessential,,
b3824,rhtB,RhtB homoserine Rht Transporter,noessential,,
b3825,pldB,lysophospholipase L(2),noessential,1,
b3826,yigL,sugar phosphatase,noessential,,
b3827,yigM,predicted inner membrane protein,noessential,,
b3828,metR,MetR transcriptional dual regulator,noessential,,
b3829,metE,Cobalamin-independent homocysteine transmethylase,noessential,,
b3830,ysgA,predicted hydrolase,noessential,,
b3831,udp,uridine phosphorylase,noessential,,
b3832,rmuC,putative alpha-helix chain,noessential,1,
b3833,ubiE,bifunctional 2-octaprenyl-6-methoxy-1;4-benzoquinone methylase and S-adenosylmethionine:2-DMK methyltransferase,noessential,1,
b3834,yigP,conserved protein,noessential,,
b3835,ubiB,2-octaprenylphenol hydroxylase,noessential,,
b3836,tatA,TatABCE protein export complex,noessential,1,1
b3838,tatB,TatABCE protein export complex,noessential,1,
b3839,tatC,TatABCE protein export complex,noessential,,
b3842,rfaH,Transcriptional regulatory protein RfaH,noessential,,
b3843,ubiD,3-octaprenyl-4-hydroxybenzoate carboxy-lyase monomer,noessential,,
b3844,fre,FMN reductase,noessential,,
b3845,fadA,3-ketoacyl-CoA thiolase,noessential,1,
b3846,fadB,dodecenoyl-CoA &delta;-isomerase; enoyl-CoA hydratase; 3-hydroxybutyryl-CoA epimerase; 3-hydroxyacyl-CoA dehydrogenase,noessential,1,
b3847,pepQ,proline dipeptidase,noessential,1,
b3848,yigZ,predicted elongation factor,noessential,1,
b3849,trkH,TrkH potassium ion Trk Transporter,noessential,,
b3850,hemG,protoporphyrinogen oxidase,essential,,
b3851,rrsA,16S ribosomal RNA (rrsA),noessential,,
b3852,ileT,tRNA<SUP>ileT</SUP>,noessential,,
b3853,alaT,tRNA<SUP>alaT</SUP>,noessential,,
b3854,rrlA,23S ribosomal RNA (rrlA),noessential,,
b3855,rrfA,5S ribosomal RNA (rrfA),noessential,,
b3856,mobB,molybdopterin-guanine dinucleotide biosynthesis protein B,noessential,1,
b3857,mobA,molybdopterin guanine dinucleotide synthase,noessential,1,
b3858,yihD,conserved protein,noessential,1,
b3859,rdoA,serine/threonine protein kinase,noessential,,
b3860,dsbA,disulfide oxidoreductase,noessential,1,
b3861,yihF,putative GTP-binding protein,noessential,,
b3862,yihG,predicted endonuclease,noessential,,
b3863,polA,DNA polymerase I; 3' --> 5' polymerase; 5' --> 3'  and 3' --> 5' exonuclease,noessential,1,
b3864,spf,Spf RNA,noessential,,
b3865,yihA,cell division protein; predicted checkpoint GTPase,essential,,
b3866,yihI,conserved protein,noessential,1,
b3867,hemN,coproporphyrinogen III oxidase; anaerobic,noessential,1,
b3868,glnG,NtrC transcriptional dual regulator,noessential,,
b3869,glnL,NtrB,noessential,1,
b3870,glnA,adenylyl-[glutamine synthetase],noessential,,
b3871,typA,protein possibly involved in LPS biosynthesis and host colonization,noessential,1,
b3872,yihL,YihL putative transcriptional regulator,noessential,,
b3873,yihM,conserved protein,noessential,,
b3874,yihN,YihN  MFS transporter,noessential,,
b3875,ompL,predicted outer membrane porin L,noessential,,
b3876,yihO,YihO GPH transporter,noessential,,
b3877,yihP,YihP GPH transporter,noessential,,
b3878,yihQ,&alpha;-glycosidase,noessential,1,
b3879,yihR,predicted aldose-1-epimerase,noessential,,
b3880,yihS,predicted glucosamine isomerase,noessential,,
b3881,yihT,predicted aldolase,noessential,,
b3882,yihU,predicted oxidoreductase with NAD(P)-binding Rossmann-fold domain,noessential,,
b3883,yihV,predicted sugar kinase,noessential,,
b3884,yihW,predicted DNA-binding transcriptional regulator,noessential,,
b3885,yihX,&alpha;-D-glucose-1-phosphatase,noessential,1,
b3886,yihY,predicted inner membrane protein,noessential,,
b3887,dtd,D-Tyr-tRNA<sup>Tyr</sup> deacylase,noessential,1,
b3888,yiiD,predicted acetyltransferase,noessential,1,
b3889,yiiE,predicted transcriptional regulator,noessential,,
b3890,yiiF,conserved protein,noessential,,
b3891,fdhE,protein that affects formate dehydrogenase-N activity,noessential,,
b3892,fdoI,formate dehydrogenase-O; &gamma; subunit,noessential,,
b3893,fdoH,formate dehydrogenase-O; &beta; subunit,noessential,,
b3894,fdoG,formate dehydrogenase-O; &alpha; subunit,noessential,,
b3895,fdhD,affects formate dehydrogenase-N,noessential,1,
b3896,yiiG,conserved protein,noessential,,
b3897,frvR,FrvR predicted transcriptional regulator,noessential,,
b3898,frvX,frv operon protein,noessential,1,
b3899,frvB,EIIABCFrv,noessential,,
b3900,frvA,EIIABCFrv,noessential,,
b3901,rhaM,L-rhamnose mutarotase,noessential,,
b3902,rhaD,rhamnulose-1-phosphate aldolase monomer,noessential,,
b3903,rhaA,L-rhamnose isomerase,noessential,,
b3904,rhaB,L-rhamnulose kinase,noessential,,
b3905,rhaS,RhaS-L-rhamnose transcriptional activator,noessential,,
b3906,rhaR,RhaR transcriptional activator,noessential,,
b3907,rhaT,rhamnose RhaT transporter,noessential,,
b3908,sodA,superoxide dismutase (Mn),noessential,,
b3909,kdgT,2-dehydro-3-deoxy-D-gluconate transporter,noessential,,
b3910,yiiM,conserved protein,noessential,1,
b3911,cpxA,CpxA-P<SUP>his</SUP>,noessential,,
b3912,cpxR,CpxR-Phosphorylated transcriptional dual regulator,noessential,1,
b3915,fieF,YiiP,noessential,,
b3916,pfkA,6-phosphofructokinase-1 monomer,noessential,1,
b3917,sbp,sulfate ABC transporter,noessential,,
b3918,cdh,CDP-diglyceride hydrolase / CDP-diacylglycerol pyrophosphatase,noessential,,
b3919,tpiA,triose phosphate isomerase monomer,noessential,1,1
b3920,yiiQ,conserved protein,noessential,,
b3921,yiiR,conserved inner membrane protein,noessential,,
b3922,yiiS,conserved protein,noessential,,
b3923,uspD,stress protein involved in resistance to UV irradiation,noessential,,
b3924,fpr,flavodoxin NADP+ reductase,noessential,,
b3925,glpX,fructose 1;6-bisphosphatase II,noessential,,
b3926,glpK,glycerol kinase,noessential,,
b3927,glpF,GlpF glycerol MIP channel,noessential,,
b3928,yiiU,conserved protein,noessential,1,1
b3929,rraA,ribonuclease E inhibitor protein,noessential,1,
b3930,menA,1;4-dihydroxy-2-naphthoate octaprenyltransferase,noessential,,
b3931,hslU,ATPase component of the HslVU protease,noessential,1,1
b3932,hslV,peptidase component of the HslVU protease,noessential,,
b3933,ftsN,essential cell division protein FtsN,essential,,
b3934,cytR,CytR transcriptional dual regulator,noessential,,
b3935,priA,primosome factor N',essential,,
b3936,rpmE,50S ribosomal subunit protein L31,noessential,,
b3937,yiiX,conserved hypothetical protein of the NlpC/P60 peptidase superfamily,noessential,,
b3938,metJ,MetJ transcriptional repressor,noessential,1,1
b3939,metB,O-succinylhomoserine lyase / O-succinylhomoserine(thiol)-lyase,noessential,1,
b3940,metL,aspartate kinase / homoserine dehydrogenase,noessential,1,
b3941,metF,5;10-methylenetetrahydrofolate reductase,noessential,,
b3942,katG,hydroperoxidase I,noessential,1,
b3943,yijE,predicted permease,noessential,,
b3944,yijF,conserved protein,noessential,,
b3945,gldA,D-aminopropanol dehydrogenase / glycerol dehydrogenase,noessential,1,
b3946,fsaB,fructose 6-phosphate aldolase 2,noessential,,
b3947,ptsA,PEP-protein phosphotransferase system enzyme I,noessential,,
b3949,frwC,EIIBCFrw,noessential,,
b3950,frwB,EIIBCFrw,noessential,1,
b3951,pflD,formate acetyltransferase 2,noessential,1,
b3952,pflC,probable pyruvate formate lyase 2 activating enzyme,noessential,,
b3953,frwD,PTS system fructose-like IIB component 2,noessential,,
b3954,yijO,predicted DNA-binding transcriptional regulator,noessential,,
b3955,yijP,conserved inner membrane protein,noessential,,
b3956,ppc,phosphoenolpyruvate carboxylase,noessential,1,
b3957,argE,acetylornithine deacetylase,noessential,1,
b3958,argC,N-acetylglutamylphosphate reductase,noessential,,
b3959,argB,acetylglutamate kinase,noessential,,
b3960,argH,argininosuccinate lyase,noessential,,
b3961,oxyR,OxyR transcriptional dual regulator,noessential,1,
b3962,sthA,pyridine nucleotide transhydrogenase; soluble,noessential,,
b3963,fabR,FabR transcriptional dual regulator,noessential,1,
b3964,yijD,conserved inner membrane protein,noessential,,
b3965,trmA,tRNA(m<sup>5</sup>U54)methyltransferase,noessential,1,
b3966,btuB,outer membrane receptor for transport of vitamin B12; E colicins; and bacteriophage BF23,noessential,,
b3967,murI,glutamate racemase,essential,1,
b3968,rrsB,rrsB 16S ribosomal RNA,noessential,,
b3969,gltT,tRNA<SUP>gltT</SUP>,noessential,,
b3970,rrlB,rrlB 23S ribosomal RNA,noessential,,
b3971,rrfB,rrfB 5S ribosomal RNA,noessential,,
b3972,murB,UDP-<i>N</i>-acetylenolpyruvoylglucosamine reductase,essential,1,
b3973,birA,BirA transcriptional repressor; biotin-[acetyl-CoA-carboxylase] ligase,essential,1,
b3974,coaA,pantothenate kinase monomer,essential,,
b3976,thrU,tRNA<SUP>thrU</SUP>,essential,,
b3977,tyrU,tRNA<SUP>tyrU</SUP>,noessential,,
b3978,glyT,tRNA<SUP>glyT</SUP>,essential,,
b3979,thrT,tRNA<SUP>thrT</SUP>,noessential,,
b3980,tufB,elongation factor Tu,noessential,1,1
b3981,secE,Sec Protein Secretion Complex,essential,,
b3982,nusG,transcription termination factor NusG,essential,,1
b3983,rplK,50S ribosomal subunit protein L11,noessential,,
b3984,rplA,50S ribosomal subunit protein L1,noessential,,
b3985,rplJ,50S ribosomal subunit protein L10,essential,,
b3986,rplL,50S ribosomal subunit protein L7,essential,,
b3987,rpoB,RNA polymerase; &beta; subunit,essential,1,1
b3988,rpoC,RNA polymerase; &beta;' subunit,essential,,
b3989,yjaZ,conserved protein,noessential,,
b3990,thiH,thiamin biosynthesis ThiGH complex,noessential,,
b3991,thiG,thiamin biosynthesis ThiGH complex,noessential,,
b3992,thiF,thiamin (thiazole moiety) biosynthesis protein,noessential,,
b3993,thiE,thiamine phosphate synthase,noessential,,
b3994,thiC,thiamin biosynthesis protein ThiC,noessential,,
b3995,rsd,stationary phase protein; binds sigma 70 RNA polymerase subunit,noessential,,
b3996,nudC,NADH pyrophosphatase / putative NAD+ diphosphatase,noessential,1,
b3997,hemE,uroporphyrinogen decarboxylase,noessential,1,
b3998,nfi,endonuclease V  (deoxyinosine 3'endoduclease),noessential,1,
b3999,yjaG,conserved protein,noessential,1,
