Gene ID,Gene,Colonies,Attemps,Percent,LB_22hr,MOPS_24hr,MOPS_48hr,,,,,,,
ECK1361,rzoR,8,8,100.0 ,0.958 ,0.318 ,0.372 ,5'_overlap,,,,,,
ECK1362,trkG,8,8,100.0 ,0.743 ,0.256 ,0.313 ,,,,,,,
ECK1363,ynaK,8,8,100.0 ,0.824 ,0.403 ,0.464 ,,,,,,,
ECK1364,ydaY,7,8,87.5 ,0.787 ,0.287 ,0.291 ,5'_overlap,,,,,,
ECK1365,ynaA,8,8,100.0 ,0.775 ,0.226 ,0.166 ,,,,,,,
ECK0261,insH,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,not targeted (IS ORF),,,,,,
ECK1366,lomR,6,8,75.0 ,0.780 ,0.227 ,0.262 ,,,,,,,
ECK1367,stfR,6,8,75.0 ,0.809 ,0.224 ,0.231 ,,,,,,,
ECK1368,tfaR,3,8,37.5 ,0.790 ,0.292 ,0.344 ,,,,,,,
ECK1369,pinR,2,8,25.0 ,0.825 ,0.381 ,0.441 ,,,,,,,
ECK1370,ynaE,2,4,50.0 ,0.661 ,0.147 ,0.146 ,,,,,,,
ECK1371,uspF,8,8,100.0 ,0.801 ,0.201 ,0.232 ,,,,,,,
ECK1372,ompN,4,4,100.0 ,0.541 ,0.261 ,0.284 ,,,,,,,
ECK1374,ydbK,8,8,100.0 ,0.761 ,0.274 ,0.300 ,,,,,,,
ECK1375,ydbJ,7,8,87.5 ,0.800 ,0.331 ,0.367 ,,,,,,,
ECK1376,hslJ,4,4,100.0 ,0.732 ,0.316 ,0.339 ,,,,,,,
ECK1377,ldhA,7,8,87.5 ,0.874 ,0.357 ,0.393 ,,,,,,,
ECK1378,ydbH,7,8,87.5 ,0.775 ,0.206 ,0.248 ,,,,,,,
ECK1379,ynbE,7,8,87.5 ,0.693 ,0.238 ,0.218 ,,,,,,,
ECK1380,ydbL,8,8,100.0 ,0.769 ,0.433 ,0.527 ,,,,,,,
ECK1381,feaR,8,8,100.0 ,0.836 ,0.285 ,0.273 ,,,,,,,
ECK1382,feaB,8,8,100.0 ,0.768 ,0.388 ,0.382 ,,,,,,,
ECK1383,tynA,7,8,87.5 ,0.689 ,0.256 ,0.260 ,,,,,,,
ECK1384,maoC,4,8,50.0 ,0.760 ,0.373 ,0.406 ,,,,,,,
ECK1385,paaA,7,8,87.5 ,0.735 ,0.299 ,0.392 ,,,,,,,
ECK1386,paaB,8,8,100.0 ,0.732 ,0.419 ,0.437 ,,,,,,,
ECK1387,paaC,8,8,100.0 ,0.771 ,0.344 ,0.366 ,,,,,,,
ECK1388,paaD,7,8,87.5 ,0.779 ,0.357 ,0.404 ,,,,,,,
ECK1389,paaE,7,8,87.5 ,0.792 ,0.239 ,0.378 ,,,,,,,
ECK1390,paaF,8,8,100.0 ,0.748 ,0.335 ,0.389 ,,,,,,,
ECK1391,paaG,7,8,87.5 ,0.808 ,0.285 ,0.295 ,,,,,,,
ECK1392,paaH,8,8,100.0 ,0.681 ,0.309 ,0.356 ,,,,,,,
ECK1393,paaI,8,8,100.0 ,0.733 ,0.228 ,0.319 ,5'_overlap,,,,,,
ECK1394,paaJ,7,8,87.5 ,0.742 ,0.363 ,0.430 ,,,,,,,
ECK1395,paaK,8,8,100.0 ,0.720 ,0.387 ,0.383 ,,,,,,,
ECK1396,paaX,8,8,100.0 ,0.775 ,0.270 ,0.282 ,,,,,,,
ECK1397,paaY,8,8,100.0 ,0.789 ,0.331 ,0.352 ,5'_overlap,,,,,,
ECK1398,ydbA,8,8,100.0 ,0.799 ,0.306 ,0.335 ,3'_overlap,,,,,,
ECK0358,insD,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,not targeted (IS ORF),,,,,,
ECK0357,insC,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,not targeted (IS ORF),,,,,,
ECK0258,insI,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,not targeted (IS ORF),,,,,,
ECK1398,ydbA,8,8,100.0 ,0.754 ,0.429 ,0.485 ,,,,,,,
ECK1399,ydbC,8,8,100.0 ,0.751 ,0.280 ,0.312 ,,,,,,,
ECK1400,ydbD,8,8,100.0 ,0.475 ,0.295 ,0.288 ,,,,,,,
ECK1401,ynbA,8,8,100.0 ,0.740 ,0.186 ,0.197 ,,,,,,,
ECK1402,ynbB,6,8,75.0 ,0.782 ,0.285 ,0.308 ,,,,,,,
ECK1403,ynbC,6,8,75.0 ,0.835 ,0.319 ,0.295 ,,,,,,,
ECK1404,ynbD,5,8,62.5 ,0.725 ,0.204 ,0.171 ,,,,,,,
ECK1405,azoR,6,8,75.0 ,0.634 ,0.268 ,0.293 ,,,,,,,
ECK1406,hrpA,8,8,100.0 ,0.761 ,0.315 ,0.374 ,,,,,,,
ECK1407,ydcF,6,8,75.0 ,0.821 ,0.345 ,0.365 ,,,,,,,
ECK1408,aldA,8,8,100.0 ,0.697 ,0.210 ,0.353 ,,,,,,,
ECK1409,gapC,8,8,100.0 ,0.720 ,0.299 ,0.327 ,,,,,,,
ECK1409,gapC,6,8,75.0 ,0.763 ,0.262 ,0.238 ,,,,,,,
ECK1410,cybB,5,8,62.5 ,0.739 ,0.346 ,0.232 ,,,,,,,
ECK1411,ydcA,6,8,75.0 ,0.696 ,0.336 ,0.416 ,,,,,,,
ECK1412,hokB,8,8,100.0 ,0.814 ,0.356 ,0.360 ,,,,,,,
ECK1415,trg,8,8,100.0 ,0.841 ,0.367 ,0.379 ,,,,,,,
ECK1416,ydcI,6,8,75.0 ,0.732 ,0.360 ,0.562 ,,,,,,,
ECK1417,ydcJ,8,8,100.0 ,0.759 ,0.294 ,0.315 ,,,,,,,
ECK1418,mdoD,6,8,75.0 ,0.787 ,0.371 ,0.421 ,,,,,,,
ECK1419,ydcH,5,8,62.5 ,0.717 ,0.391 ,0.385 ,,,,,,,
ECK1420,rimL,8,8,100.0 ,0.802 ,0.328 ,0.350 ,,,,,,,
ECK1421,ydcK,7,8,87.5 ,0.596 ,0.337 ,0.377 ,,,,,,,
ECK1422,tehA,7,8,87.5 ,0.713 ,0.323 ,0.383 ,,,,,,,
ECK1423,tehB,5,8,62.5 ,0.657 ,0.365 ,0.369 ,,,,,,,
ECK1424,ydcL,7,8,87.5 ,0.613 ,0.417 ,0.681 ,,,,,,,
ECK1425,yncK,8,8,100.0 ,0.767 ,0.331 ,0.335 ,,,,,,,
ECK1425,yncK,8,8,100.0 ,0.737 ,0.337 ,0.375 ,,,,,,,
ECK1426,ydcM,8,8,100.0 ,0.795 ,0.312 ,0.320 ,,,,,,,
ECK1427,ydcO,6,8,75.0 ,0.702 ,0.396 ,0.637 ,,,,,,,
ECK1428,ydcN,8,8,100.0 ,0.784 ,0.332 ,0.338 ,,,,,,,
ECK1429,ydcP,4,4,100.0 ,0.731 ,0.326 ,0.219 ,,,,,,,
ECK1430,yncJ,8,8,100.0 ,0.773 ,0.285 ,0.349 ,,,,,,,
ECK1431,yncN,6,8,75.0 ,0.521 ,0.252 ,0.307 ,,,,,,,
ECK1432,ydcQ,5,8,62.5 ,0.681 ,0.282 ,0.419 ,,,,,,,
ECK1433,ydcR,8,8,100.0 ,0.775 ,0.285 ,0.189 ,,,,,,,
ECK1434,ydcS,7,8,87.5 ,0.637 ,0.369 ,0.312 ,,,,,,,
ECK1435,ydcT,8,8,100.0 ,0.757 ,0.378 ,0.483 ,,,,,,,
ECK1436,ydcU,8,8,100.0 ,0.727 ,0.380 ,0.334 ,,,,,,,
ECK1437,ydcV,8,8,100.0 ,0.857 ,0.358 ,0.572 ,5'_overlap,,,,,,
ECK1438,ydcW,8,8,100.0 ,0.686 ,0.214 ,0.167 ,,,,,,,
none,none,8,8,100.0 ,0.762 ,0.385 ,0.452 ,,,,,,,
ECK1439,ydcX,8,8,100.0 ,0.692 ,0.261 ,0.151 ,,,,,,,
ECK1440,ydcY,7,8,87.5 ,0.715 ,0.273 ,0.134 ,,,,,,,
ECK1441,ydcZ,7,8,87.5 ,0.648 ,0.297 ,0.378 ,,,,,,,
ECK1442,yncA,6,8,75.0 ,0.774 ,0.246 ,0.376 ,,,,,,,
ECK1443,yncB,8,8,100.0 ,0.735 ,0.389 ,0.421 ,,,,,,,
ECK1444,yncC,8,8,100.0 ,0.535 ,0.274 ,0.188 ,,,,,,,
ECK1445,yncD,8,8,100.0 ,0.747 ,0.266 ,0.290 ,,,,,,,
ECK1446,yncE,7,8,87.5 ,0.677 ,0.308 ,0.287 ,,,,,,,
ECK1447,ansP,7,8,87.5 ,0.624 ,0.239 ,0.351 ,,,,,,,
ECK1448,yncG,8,8,100.0 ,0.811 ,0.278 ,0.386 ,,,,,,,
ECK1449,yncH,4,8,50.0 ,0.777 ,0.353 ,0.418 ,,,,,,,
none,none,7,8,87.5 ,0.779 ,0.258 ,0.260 ,,,,,,,
ECK1450,rhsE,8,8,100.0 ,0.754 ,0.291 ,0.352 ,,,,,,,
ECK1451,ydcD,7,8,87.5 ,0.645 ,0.248 ,0.324 ,5'_overlap,,,,,,
ECK1452,yncI,7,8,87.5 ,0.711 ,0.384 ,0.272 ,,,,,,,
ECK1453,yncM,8,8,100.0 ,0.750 ,0.443 ,0.506 ,,,,,,,
ECK1454,ydcC,7,8,87.5 ,0.821 ,0.354 ,0.393 ,,,,,,,
ECK1455,ydcE,6,8,75.0 ,0.436 ,0.270 ,0.219 ,,,,,,,
ECK1456,yddH,7,8,87.5 ,0.756 ,0.355 ,0.375 ,,,,,,,
ECK1457,nhoA,6,8,75.0 ,0.694 ,0.278 ,0.331 ,,,,,,,
ECK1458,yddE,8,8,100.0 ,0.749 ,0.223 ,0.185 ,,,,,,,
ECK1459,narV,7,8,87.5 ,0.725 ,0.273 ,0.380 ,,,,,,,
ECK1460,narW,8,8,100.0 ,0.850 ,0.483 ,0.352 ,,,,,,,
ECK1461,narY,2,8,25.0 ,0.711 ,0.326 ,0.309 ,,,,,,,
ECK1462,narZ,5,8,62.5 ,0.704 ,0.277 ,0.373 ,,,,,,,
ECK1463,narU,8,8,100.0 ,0.708 ,0.308 ,0.326 ,,,,,,,
ECK1464,yddJ,4,4,100.0 ,0.722 ,0.185 ,0.171 ,,,,,,,
ECK1465,yddK,4,4,100.0 ,0.711 ,0.233 ,0.262 ,,,,,,,
ECK1466,yddL,8,8,100.0 ,0.674 ,0.239 ,0.186 ,,,,,,,
ECK1467,yddG,8,8,100.0 ,0.514 ,0.239 ,0.229 ,,,,,,,
ECK1468,fdnG,8,8,100.0 ,0.731 ,0.281 ,0.250 ,,,,,,,
ECK1469,fdnH,8,8,100.0 ,0.716 ,0.290 ,0.324 ,,,,,,,
ECK1470,fdnI,8,8,100.0 ,0.764 ,0.270 ,0.187 ,5'_overlap,,,,,,
ECK1471,yddM,8,8,100.0 ,0.759 ,0.256 ,0.419 ,,,,,,,
ECK1472,adhP,8,8,100.0 ,0.869 ,0.306 ,0.305 ,,,,,,,
ECK1473,sfcA,6,8,75.0 ,0.691 ,0.251 ,0.250 ,,,,,,,
ECK1474,sra,7,8,87.5 ,0.733 ,0.303 ,0.317 ,,,,,,,
ECK1475,bdm,3,8,37.5 ,0.695 ,0.262 ,0.215 ,,,,,,,
ECK1476,osmC,8,8,100.0 ,0.748 ,0.336 ,0.410 ,,,,,,,
ECK1477,ddpF,4,8,50.0 ,0.758 ,0.344 ,0.361 ,5'_overlap,,,,,,
ECK1478,ddpD,4,8,50.0 ,0.684 ,0.301 ,0.356 ,,,,,,,
ECK1479,ddpC,8,8,100.0 ,0.780 ,0.330 ,0.357 ,,,,,,,
ECK1480,ddpB,7,8,87.5 ,0.696 ,0.309 ,0.342 ,,,,,,,
ECK1481,ddpA,8,8,100.0 ,0.682 ,0.256 ,0.296 ,,,,,,,
ECK1482,ddpX,6,8,75.0 ,0.752 ,0.216 ,0.213 ,,,,,,,
ECK1483,dos,2,8,25.0 ,0.794 ,0.297 ,0.341 ,,,,,,,
ECK1484,yddV,6,8,75.0 ,0.672 ,0.298 ,0.445 ,,,,,,,
ECK1485,yddW,7,8,87.5 ,0.796 ,0.355 ,0.370 ,,,,,,,
ECK1486,gadC,6,8,75.0 ,0.707 ,0.308 ,0.317 ,,,,,,,
ECK1487,gadB,3,8,37.5 ,0.804 ,0.381 ,0.389 ,,,,,,,
ECK1488,pqqL,4,4,100.0 ,0.784 ,0.302 ,0.155 ,,,,,,,
ECK1489,yddB,2,8,25.0 ,0.752 ,0.381 ,0.373 ,,,,,,,
ECK1490,yddA,8,8,100.0 ,0.785 ,0.420 ,0.621 ,,,,,,,
ECK1491,ydeM,7,8,87.5 ,0.793 ,0.318 ,0.360 ,,,,,,,
ECK1492,ydeN,5,8,62.5 ,0.687 ,0.284 ,0.338 ,,,,,,,
ECK1493,ydeO,7,8,87.5 ,0.781 ,0.263 ,0.280 ,,,,,,,
ECK1494,ydeP,8,8,100.0 ,0.816 ,0.331 ,0.366 ,,,,,,,
ECK1495,ydeQ,3,8,37.5 ,0.808 ,0.321 ,0.236 ,,,,,,,
ECK1496,ydeR,4,8,50.0 ,0.795 ,0.264 ,0.289 ,,,,,,,
ECK1497,ydeS,8,8,100.0 ,0.755 ,0.374 ,0.425 ,,,,,,,
ECK1498,ydeT,4,4,100.0 ,0.622 ,0.287 ,0.299 ,,,,,,,
ECK1499,yneL,6,8,75.0 ,0.807 ,0.274 ,0.279 ,,,,,,,
ECK1500,hipA,7,8,87.5 ,0.755 ,0.230 ,0.155 ,,,,,,,
ECK1501,hipB,3,8,37.5 ,0.450 ,0.261 ,0.364 ,,,,,,,
ECK1502,ydeU,2,4,50.0 ,0.779 ,0.221 ,0.127 ,,,,,,,
ECK1503,ydeK,4,4,100.0 ,0.733 ,0.299 ,0.356 ,,,,,,,
ECK1504,ydeV,8,8,100.0 ,0.780 ,0.247 ,0.197 ,,,,,,,
ECK1505,ydeW,8,8,100.0 ,0.784 ,0.281 ,0.278 ,,,,,,,
ECK1506,ego,7,8,87.5 ,0.750 ,0.338 ,0.417 ,,,,,,,
ECK1507,lsrC,6,8,75.0 ,0.789 ,0.263 ,0.261 ,5'_overlap,,,,,,
ECK1508,lsrD,6,8,75.0 ,0.432 ,0.170 ,0.226 ,,,,,,,
ECK1509,lsrB,8,8,100.0 ,0.785 ,0.311 ,0.380 ,,,,,,,
ECK1510,lsrF,8,8,100.0 ,0.749 ,0.248 ,0.235 ,,,,,,,
ECK1511,lsrG,8,8,100.0 ,0.765 ,0.340 ,0.327 ,,,,,,,
ECK1512,tam,8,8,100.0 ,0.706 ,0.247 ,0.225 ,,,,,,,
ECK1513,yneE,8,8,100.0 ,0.462 ,0.321 ,0.428 ,,,,,,,
ECK1514,uxaB,8,8,100.0 ,0.702 ,0.208 ,0.087 ,,,,,,,
ECK1515,yneF,8,8,100.0 ,0.759 ,0.297 ,0.313 ,,,,,,,
ECK1516,yneG,8,8,100.0 ,0.709 ,0.316 ,0.563 ,,,,,,,
ECK1517,yneH,8,8,100.0 ,0.750 ,0.279 ,0.333 ,,,,,,,
ECK1518,yneI,8,8,100.0 ,0.734 ,0.210 ,0.127 ,,,,,,,
ECK1519,yneJ,8,8,100.0 ,0.634 ,0.256 ,0.240 ,,,,,,,
ECK1520,yneK,8,8,100.0 ,0.747 ,0.299 ,0.175 ,,,,,,,
ECK1521,ydeA,8,8,100.0 ,0.714 ,0.217 ,0.185 ,,,,,,,
ECK1522,marC,8,8,100.0 ,0.764 ,0.370 ,0.326 ,,,,,,,
ECK1523,marR,8,8,100.0 ,0.579 ,0.319 ,0.423 ,,,,,,,
ECK1524,marA,4,8,50.0 ,0.739 ,0.297 ,0.318 ,,,,,,,
ECK1525,marB,8,8,100.0 ,0.739 ,0.221 ,0.254 ,,,,,,,
ECK1526,eamA,8,8,100.0 ,0.758 ,0.391 ,0.413 ,,,,,,,
ECK1527,ydeE,8,8,100.0 ,0.619 ,0.258 ,0.313 ,,,,,,,
ECK1528,ydeH,7,8,87.5 ,0.761 ,0.286 ,0.291 ,,,,,,,
ECK1529,ydeI,8,8,100.0 ,0.731 ,0.284 ,0.336 ,,,,,,,
ECK1530,ydeJ,7,8,87.5 ,0.774 ,0.273 ,0.280 ,,,,,,,
ECK1531,dcp,4,4,100.0 ,0.811 ,0.244 ,0.205 ,,,,,,,
ECK1532,ydfG,7,8,87.5 ,0.771 ,0.209 ,0.149 ,,,,,,,
ECK1533,ydfH,8,8,100.0 ,0.764 ,0.245 ,0.300 ,,,,,,,
ECK1534,ydfZ,7,8,87.5 ,0.797 ,0.324 ,0.440 ,,,,,,,
ECK1535,ydfI,8,8,100.0 ,0.709 ,0.287 ,0.317 ,,,,,,,
ECK1536,ydfJ,8,8,100.0 ,0.612 ,0.237 ,0.284 ,,,,,,,
ECK1537,ydfK,5,8,62.5 ,0.602 ,0.179 ,0.125 ,,,,,,,
ECK1538,pinQ,8,8,100.0 ,0.717 ,0.336 ,0.347 ,,,,,,,
ECK1539,tfaQ,8,8,100.0 ,0.639 ,0.246 ,0.400 ,,,,,,,
ECK1540,stfQ,8,8,100.0 ,0.748 ,0.222 ,0.273 ,5'_overlap,,,,,,
ECK1541,nohA,6,8,75.0 ,0.800 ,0.360 ,0.379 ,3'_overlap,,,,,,
ECK1542,ynfO,8,8,100.0 ,0.740 ,0.347 ,0.384 ,,,,,,,
ECK1543,ydfO,6,8,75.0 ,0.894 ,0.310 ,0.323 ,,,,,,,
ECK1544,gnsB,8,8,100.0 ,0.765 ,0.291 ,0.294 ,,,,,,,
ECK1545,ynfN,8,8,100.0 ,0.769 ,0.367 ,0.387 ,,,,,,,
ECK1546,cspI,8,8,100.0 ,0.791 ,0.237 ,0.337 ,,,,,,,
ECK1547,ydfP,8,8,100.0 ,0.805 ,0.270 ,0.277 ,,,,,,,
ECK1548,ydfQ,8,8,100.0 ,0.842 ,0.241 ,0.229 ,,,,,,,
ECK1549,ydfR,8,8,100.0 ,0.752 ,0.409 ,0.445 ,,,,,,,
ECK1550,essQ,6,8,75.0 ,0.783 ,0.459 ,0.477 ,,,,,,,
ECK1551,cspB,8,8,100.0 ,0.759 ,0.322 ,0.498 ,,,,,,,
ECK1552,cspF,8,8,100.0 ,0.742 ,0.333 ,0.346 ,,,,,,,
ECK1553,ydfT,8,8,100.0 ,0.745 ,0.256 ,0.261 ,,,,,,,
ECK1554,ydfU,8,8,100.0 ,0.678 ,0.290 ,0.319 ,,,,,,,
ECK1555,rem,8,8,100.0 ,0.814 ,0.271 ,0.292 ,,,,,,,
ECK1556,hokD,4,8,50.0 ,0.836 ,0.234 ,0.245 ,,,,,,,
ECK1557,relE,8,8,100.0 ,0.789 ,0.268 ,0.259 ,,,,,,,
ECK1558,relB,8,8,100.0 ,0.757 ,0.382 ,0.484 ,,,,,,,
ECK1559,ydfV,4,4,100.0 ,0.751 ,0.160 ,0.106 ,,,,,,,
ECK1560,flxA,8,8,100.0 ,0.792 ,0.340 ,0.438 ,,,,,,,
ECK1561,ydfW,2,8,25.0 ,0.633 ,0.230 ,0.272 ,,,,,,,
ECK1562,ydfX,8,8,100.0 ,0.766 ,0.250 ,0.170 ,5'_overlap,,,,,,
ECK1563,dicC,8,8,100.0 ,0.786 ,0.276 ,0.323 ,,,,,,,
ECK1564,dicA,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK1565,ydfA,8,8,100.0 ,0.761 ,0.252 ,0.297 ,,,,,,,
ECK1566,ydfB,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK1567,ydfC,8,8,100.0 ,0.765 ,0.239 ,0.262 ,,,,,,,
ECK1569,dicB,7,8,87.5 ,0.749 ,0.284 ,0.290 ,,,,,,,
ECK1570,ydfD,8,8,100.0 ,0.765 ,0.312 ,0.358 ,,,,,,,
ECK1571,ydfE,4,4,100.0 ,0.423 ,0.222 ,0.202 ,3'_overlap,,,,,,
ECK1572,insD,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,not targeted (IS ORF),,,,,,
ECK1573,intQ,6,8,75.0 ,0.838 ,0.389 ,0.459 ,5'_overlap,,,,,,
ECK1574,ynfP,8,8,100.0 ,0.722 ,0.333 ,0.442 ,,,,,,,
ECK1575,rspB,8,8,100.0 ,0.780 ,0.288 ,0.297 ,,,,,,,
ECK1576,rspA,7,8,87.5 ,0.784 ,0.361 ,0.494 ,,,,,,,
ECK1577,ynfA,6,8,75.0 ,0.634 ,0.268 ,0.355 ,,,,,,,
ECK1578,ynfB,8,8,100.0 ,0.775 ,0.383 ,0.453 ,,,,,,,
ECK1579,speG,8,8,100.0 ,0.793 ,0.275 ,0.312 ,,,,,,,
ECK1580,ynfC,2,8,25.0 ,0.783 ,0.343 ,0.356 ,,,,,,,
ECK1581,ynfD,3,8,37.5 ,0.784 ,0.377 ,0.399 ,,,,,,,
ECK1582,ynfE,5,8,62.5 ,0.687 ,0.272 ,0.342 ,,,,,,,
ECK1583,ynfF,8,8,100.0 ,0.814 ,0.245 ,0.236 ,,,,,,,
ECK1584,ynfG,8,8,100.0 ,0.720 ,0.249 ,0.148 ,,,,,,,
ECK1585,ynfH,8,8,100.0 ,0.564 ,0.284 ,0.304 ,,,,,,,
ECK1586,dmsD,5,8,62.5 ,0.805 ,0.339 ,0.468 ,,,,,,,
ECK1587,clcB,8,8,100.0 ,0.853 ,0.289 ,0.421 ,3'_overlap,,,,,,
ECK1588,ynfK,8,8,100.0 ,0.665 ,0.242 ,0.243 ,3'_overlap,,,,,,
ECK1589,dgsA,4,8,50.0 ,0.766 ,0.408 ,0.504 ,,,,,,,
ECK1590,ynfL,4,4,100.0 ,0.823 ,0.206 ,0.306 ,,,,,,,
ECK1591,ynfM,8,8,100.0 ,0.739 ,0.256 ,0.354 ,,,,,,,
ECK1592,asr,8,8,100.0 ,0.822 ,0.367 ,0.430 ,,,,,,,
ECK1593,ydgD,8,8,100.0 ,0.609 ,0.239 ,0.245 ,,,,,,,
ECK1594,mdtI,4,4,100.0 ,0.755 ,0.246 ,0.188 ,5'_overlap,,,,,,
ECK1595,mdtJ,8,8,100.0 ,0.773 ,0.239 ,0.292 ,,,,,,,
ECK1596,ydgG,7,8,87.5 ,0.804 ,0.303 ,0.339 ,,,,,,,
ECK1597,pntB,7,8,87.5 ,0.776 ,0.317 ,0.513 ,,,,,,,
ECK1598,pntA,5,8,62.5 ,0.839 ,0.220 ,0.288 ,,,,,,,
ECK1599,ydgH,7,8,87.5 ,0.754 ,0.345 ,0.465 ,,,,,,,
ECK1600,ydgI,8,8,100.0 ,0.716 ,0.364 ,0.483 ,,,,,,,
ECK1601,folM,8,8,100.0 ,0.758 ,0.366 ,0.455 ,,,,,,,
ECK1602,ydgC,7,8,87.5 ,0.737 ,0.223 ,0.329 ,,,,,,,
ECK1603,rstA,8,8,100.0 ,0.829 ,0.336 ,0.377 ,,,,,,,
ECK1604,rstB,8,8,100.0 ,0.833 ,0.313 ,0.298 ,,,,,,,
ECK1605,tus,6,8,75.0 ,0.746 ,0.362 ,0.381 ,,,,,,,
ECK1606,fumC,8,8,100.0 ,0.767 ,0.265 ,0.262 ,,,,,,,
ECK1607,fumA,8,8,100.0 ,0.746 ,0.337 ,0.325 ,,,,,,,
ECK1608,manA,6,8,75.0 ,0.720 ,0.334 ,0.355 ,,,,,,,
ECK1609,ydgA,8,8,100.0 ,0.848 ,0.329 ,0.337 ,,,,,,,
ECK1610,uidC,7,8,87.5 ,0.708 ,0.251 ,0.244 ,,,,,,,
ECK1611,uidB,8,8,100.0 ,0.752 ,0.268 ,0.277 ,,,,,,,
ECK1612,uidA,8,8,100.0 ,0.801 ,0.261 ,0.250 ,,,,,,,
ECK1613,uidR,4,4,100.0 ,0.781 ,0.305 ,0.327 ,,,,,,,
ECK1614,hdhA,3,8,37.5 ,0.785 ,0.259 ,0.275 ,,,,,,,
ECK1615,malI,3,4,75.0 ,0.802 ,0.285 ,0.367 ,,,,,,,
ECK1616,malX,8,8,100.0 ,0.794 ,0.401 ,0.427 ,,,,,,,
ECK1617,malY,6,8,75.0 ,0.800 ,0.233 ,0.228 ,,,,,,,
ECK1618,add,8,8,100.0 ,0.760 ,0.241 ,0.234 ,,,,,,,
ECK1619,ydgJ,8,8,100.0 ,0.835 ,0.335 ,0.501 ,,,,,,,
ECK1620,blr,7,8,87.5 ,0.809 ,0.395 ,0.470 ,,,,,,,
ECK1621,ydgT,5,8,62.5 ,0.867 ,0.299 ,0.335 ,,,,,,,
ECK1622,ydgK,8,8,100.0 ,0.819 ,0.247 ,0.303 ,,,,,,,
ECK1623,rsxA,8,8,100.0 ,0.826 ,0.362 ,0.402 ,,,,,,,
ECK1624,rsxB,6,8,75.0 ,0.768 ,0.318 ,0.367 ,,,,,,,
ECK1625,rsxC,8,8,100.0 ,0.751 ,0.219 ,0.061 ,5'_overlap,,,,,,
ECK1626,rsxD,8,8,100.0 ,0.741 ,0.294 ,0.330 ,,,,,,,
ECK1627,rsxG,8,8,100.0 ,0.806 ,0.357 ,0.498 ,,,,,,,
ECK1628,rsxE,8,8,100.0 ,0.846 ,0.290 ,0.312 ,,,,,,,
ECK1629,nth,8,8,100.0 ,0.735 ,0.325 ,0.310 ,,,,,,,
none,none,8,8,100.0 ,0.683 ,0.289 ,0.320 ,,,,,,,
ECK1630,ydgR,8,8,100.0 ,0.746 ,0.205 ,0.149 ,,,,,,,
ECK1631,gst,4,4,100.0 ,0.725 ,0.345 ,0.378 ,,,,,,,
ECK1632,pdxY,8,8,100.0 ,0.762 ,0.248 ,0.267 ,,,,,,,
ECK1633,tyrS,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK1634,pdxH,5,8,62.5 ,0.164 ,0.005 ,0.042 ,,,,,,,
ECK1635,ydhA,8,8,100.0 ,0.778 ,0.342 ,0.365 ,,,,,,,
ECK1636,ydhH,8,8,100.0 ,0.791 ,0.229 ,0.214 ,,,,,,,
ECK1637,slyB,8,8,100.0 ,0.837 ,0.344 ,0.401 ,,,,,,,
ECK1638,slyA,8,8,100.0 ,0.680 ,0.283 ,0.290 ,,,,,,,
ECK1639,ydhI,4,4,100.0 ,0.582 ,0.379 ,0.534 ,,,,,,,
ECK1640,ydhJ,8,8,100.0 ,0.773 ,0.346 ,0.353 ,,,,,,,
ECK1641,ydhK,7,8,87.5 ,0.792 ,0.297 ,0.353 ,,,,,,,
ECK1642,sodC,4,4,100.0 ,0.808 ,0.269 ,0.262 ,,,,,,,
ECK1643,ydhF,8,8,100.0 ,0.731 ,0.233 ,0.268 ,,,,,,,
ECK1644,ydhL,8,8,100.0 ,0.742 ,0.409 ,0.461 ,,,,,,,
ECK1645,ydhM,5,8,62.5 ,0.690 ,0.258 ,0.307 ,,,,,,,
ECK1646,nemA,6,8,75.0 ,0.736 ,0.295 ,0.411 ,,,,,,,
ECK1647,gloA,5,8,62.5 ,0.777 ,0.259 ,0.297 ,,,,,,,
ECK1648,rnt,2,8,25.0 ,0.271 ,0.275 ,0.244 ,,,,,,,
ECK1649,lhr,8,8,100.0 ,0.777 ,0.319 ,0.341 ,,,,,,,
ECK1650,ydhD,8,8,100.0 ,0.778 ,0.387 ,0.398 ,,,,,,,
ECK1651,ydhO,8,8,100.0 ,0.779 ,0.258 ,0.278 ,,,,,,,
ECK1652,sodB,4,4,100.0 ,0.741 ,0.292 ,0.434 ,,,,,,,
ECK1653,ydhP,8,8,100.0 ,0.811 ,0.297 ,0.278 ,,,,,,,
ECK1654,purR,4,4,100.0 ,0.812 ,0.357 ,0.415 ,,,,,,,
ECK1655,ydhB,8,8,100.0 ,0.754 ,0.381 ,0.394 ,,,,,,,
ECK1656,ydhC,8,8,100.0 ,0.465 ,0.363 ,0.575 ,,,,,,,
ECK1657,cfa,7,8,87.5 ,0.779 ,0.201 ,0.152 ,,,,,,,
